# Required | A unique content ID for the item. Use the item's SKU if you can. Each content ID must appear only once in your catalog. To run dynamic ads this ID must exactly match the content ID for the same item in your Meta Pixel code. Character limit: 100,# Required | A specific and relevant title for the item. See title specifications: https://www.facebook.com/business/help/2104231189874655 Character limit: 200,# Required | A short and relevant description of the item. Include specific or unique product features like material or color. Use plain text and don't enter text in all capital letters. See description specifications: https://www.facebook.com/business/help/2302017289821154 Character limit: 9999,# Required | The current availability of the item. | Supported values: in stock; out of stock,# Required | The current condition of the item. | Supported values: new; used,# Required | The price of the item. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma.,# Required | The URL of the specific product page where people can buy the item.,# Required | The URL for the main image of your item. Images must be in a supported format (JPG/GIF/PNG) and at least 500 x 500 pixels.,# Required | The brand name of the item. Character limit: 100.,# Optional | The Google product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.,# Optional | The Facebook product category for the item. Learn more about product categories: https://www.facebook.com/business/help/526764014610932.,# Optional | The quantity of this item you have to sell on Facebook and Instagram with checkout. Must be 1 or higher or the item won't be buyable,# Optional | The discounted price of the item if it's on sale. Format the price as a number followed by the 3-letter currency code (ISO 4217 standards). Use a period (.) as the decimal point; don't use a comma. A sale price is required if you want to use an overlay for discounted prices.,# Optional | The time range for your sale period. Includes the date and time/time zone when your sale starts and ends. If this field is blank any items with a sale_price remain on sale until you remove the sale price. Use this format: YYYY-MM-DDT23:59+00:00/YYYY-MM-DDT23:59+00:00. Enter the start date as YYYY-MM-DD. Enter a 'T'. Enter the start time in 24-hour format (00:00 to 23:59) followed by the UTC time zone (-12:00 to +14:00). Enter '/' and then repeat the same format for your end date and time. The example row below uses PST time zone (-08:00).,# Optional | Use this field to create variants of the same item. Enter the same group ID for all variants within a group. Learn more about variants: https://www.facebook.com/business/help/2256580051262113 Character limit: 100.,# Optional | The gender of a person that the item is targeted towards. | Supported values: female; male; unisex,# Optional | The color of the item. Use one or more words to describe the color. Don't use a hex code. Character limit: 200.,# Optional | The size of the item written as a word or abbreviation or number. For example: small; XL; 12. Character limit: 200.,# Optional | The age group that the item is targeted towards. | Supported values: adult; all ages; infant; kids; newborn; teen; toddler,# Optional | The material the item is made from; such as cotton; denim or leather. Character limit: 200.,# Optional | The pattern or graphic print on the item. Character limit: 100.,"# Optional | Shipping details for the item. Format as Country:Region:Service:Price. Include the 3-letter ISO 4217 currency code in the price. Enter the price as 0.0 to use the free shipping overlay in your ads. Use a semi-colon ';' or a comma "";"" to separate multiple shipping details for different regions or countries. Only people in the specified region or country will see shipping details for that region or country. You can leave out the region (keep the double '::') if your shipping details are the same for an entire country.",# Optional | The shipping weight of the item. Include the unit of measurement (lb/oz/g/kg).,"# Optional | Legal disclaimer text for product offers. This text provides important legal or regulatory information that must be displayed with the product offer. For example: ""Valid while supplies last. Terms and conditions apply.""","# Optional | URL linking to the full disclaimer text. This provides a link to a page containing the complete disclaimer information for the product offer. For example: ""https://example.com/terms-and-conditions""",# Optional | The URL for a video of your product. Link should be a videos file on a file hosting website; not a video player. Videos must be in a supported format (.3g2; .3gp; .3gpp; .asf; .avi; .dat; .divx; .dv; .f4v; .flv; .gif; .m2ts; .m4v; .mkv; .mod; .mov; .mp4; .mpe; .mpeg; .mpeg4; .mpg; .mts; .nsv; .ogm; .ogv; .qt; .tod; .ts; .vob or .wmv).,# Optional | The item’s Global Trade Item Number (GTIN). Recommended to help classify the item. May appear on the barcode; packaging or book cover. Only provide GTIN if you’re sure it’s correct. GTIN types include UPC (12 digits); EAN (13 digits); JAN (8 or 13 digits); ISBN (13 digits) or ITF-14 (14 digits),# Optional | Add labels to products to help filter them into product sets. Max characters: 110 per label; 5000 labels per product,# Optional | Describe the fashion style of this item.
id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].tag[0],gtin,product_tags[1],style[0]
1481,https://images.colourdiam.com/videos/1481/model_hand_1.mp4,https://images.colourdiam.com/stk1481-pink-ring-3.jpg,in stock,new,2742189.38 INR,https://colourdiam.com/productdetail/1481,https://www.colourdiam.com/Product/Jewellery/1481/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
1779,https://videos.colourdiam.com/stk1779-yellow-ring-model-1.mp4,https://images.colourdiam.com/stk1779-yellow-ring-model-3.jpg,in stock,new,241312.67 INR,,https://www.colourdiam.com/Product/Jewellery/1779/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,AGL,Fine Jewelry
1850,0.70 cts Fancy Brownish Yellow SI1 18K Ring : 3.48 gram Main Stone - 1 Pcs  0.70 Cts WD : 52 / 0.288,https://images.colourdiam.com/1850/model-3.jpg,in stock,new,164531.36 INR,https://colourdiam.com/productdetail/1850,https://www.colourdiam.com/Product/Jewellery/1850/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
1873,0.57 cts Fancy Light Brownish Yellow  SI2  18k Ring : 5.82 gram  Main stone – 1 pcs 0.57 cts  WD : 86 / 0.48   YELLOW : 28 / 0.177,https://images.colourdiam.com/1873/model-3.jpg,in stock,new,383906.51 INR,https://colourdiam.com/productdetail/1873,https://www.colourdiam.com/Product/Jewellery/1873/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
1913,https://videos.colourdiam.com/1913/model-video-1.mp4,https://images.colourdiam.com/1913/model-image-3.jpg,in stock,new,274218.94 INR,,https://www.colourdiam.com/Product/Jewellery/1913/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
1996_6379,https://cdn.shopify.com/s/files/1/0651/4135/1614/files/1996_6379_1.mp4,https://cdn.shopify.com/s/files/1/0651/4135/1614/files/1996_6379_3.jpg,in stock,new,548437.88 INR,https://colourdiam.com/productdetail/Menu/1996/6379,https://www.colourdiam.com/Product/Jewellery/1996_6379/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2048,https://videos.colourdiam.com/stk2048-yellow-ring-model-1.mp4,https://images.colourdiam.com/stk2048-yellow-ring-model-3.jpg,in stock,new,351000.24 INR,,https://www.colourdiam.com/Product/Jewellery/2048/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,AGL,Fine Jewelry
2150,0.80 Fancy Light Yellow SI2  18K Ring : 7.82 gram Main stone –  01 pcs – 0.80 cts WD : 236 / 1.41 YD : 34 / 0.128,https://images.colourdiam.com/stk2150-3.jpg,in stock,new,416812.79 INR,https://colourdiam.com/productdetail/2150,https://www.colourdiam.com/Product/Jewellery/2150/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2240,https://images.colourdiam.com/videos/2240/model_angle_1.mp4,"https://colourdiam.com/Product/Jewellery/Model%20images/2240/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2240/9701C417-5D54-4533-9B9C-63043177A44B%20%281%29.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2240/3CB6BC1C-52C9-4915-A39A-5306386DB9A7.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2240/9701C417-5D54-4533-9B9C-63043177A44B.JPEG",in stock,new,1809844.99 INR,https://colourdiam.com/productdetail/2240,https://www.colourdiam.com/Product/Jewellery/2240/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2253,https://videos.colourdiam.com/2253/model-1.mp4,https://images.colourdiam.com/2253/model-3.jpg,in stock,new,422297.16 INR,,https://www.colourdiam.com/Product/Jewellery/2253/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2281,0.70 cts Light Green I1 18K Ring : 5.71 gram Main stone –  01 pcs – 0.70 cts WD : 128 / 0.515 PINK : 20 / 0.075 MQ : 10 / 0.535,https://images.colourdiam.com/stk2281-model-3.jpg,in stock,new,493594.09 INR,https://colourdiam.com/productdetail/2281,https://www.colourdiam.com/Product/Jewellery/2281/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2354,https://videos.colourdiam.com/stk2354-model-1.mp4,https://images.colourdiam.com/stk2354-model-3.jpg,in stock,new,1096875.75 INR,,https://www.colourdiam.com/Product/Jewellery/2354/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2376,0.83 cts Fancy Light Pinkish Brown Ring VS1 18 k : 5.13 gram Main stone –  01 pcs – 0.83 cts  MQ : 12 / 0.491  PINK : 20 / 0.071 WD : 120 / 0.418,https://images.colourdiam.com/stk2376-model-3.jpg,in stock,new,822656.81 INR,https://colourdiam.com/productdetail/2376,https://www.colourdiam.com/Product/Jewellery/2376/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2379,https://videos.colourdiam.com/stk2379-pink-ring-1.mp4,https://images.colourdiam.com/stk2379-pink-ring-3.jpg,in stock,new,383906.51 INR,,https://www.colourdiam.com/Product/Jewellery/2379/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,AGL,Fine Jewelry
2391_7808,https://colourdiam.com/Product/Jewellery/Model%20images/2391_7808/video.mp4,"0.59 cts fancy light yellow vvs1 
0.56 CTS G Colour VS1
18K ring : 5.61 gram
Main stone – 2 pcs   1.15 cts
WD : 26 / 0.29",in stock,new,383906.51 INR,https://colourdiam.com/productdetail/Menu/2391/7808,https://www.colourdiam.com/Product/Jewellery/2391_7808/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2518,https://videos.colourdiam.com/stk2518-pink-ring-model-1.mp4,https://images.colourdiam.com/stk2518-pink-ring-model-3.jpg,in stock,new,712969.24 INR,,https://www.colourdiam.com/Product/Jewellery/2518/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2553,https://videos.colourdiam.com/stk2553-pink-ring-pear-marquise-accents-model-1.mp4,https://images.colourdiam.com/stk2553-very-light-pink-ring-macro-3.jpg,in stock,new,2413126.65 INR,,https://www.colourdiam.com/Product/Jewellery/2553/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,CGL,Fine Jewelry
2556,1.46 CT Fancy Orangy Pink 18 k Ring : 6.70 gram Main stone – 1 pcs   1.46 cts WD : 106 / 1.367,"https://colourdiam.com/Product/Jewellery/Model%20images/2556/1.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2556/2.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2556/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2556/3.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2556/4.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2556/5.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2556/04E263C0-9523-44B6-B074-39AA1CC67588.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/2556/74F4BAB2-EB68-4C91-8F8D-D5A2EFB87312.jpeg",in stock,new,3290627.25 INR,https://colourdiam.com/productdetail/2556,https://www.colourdiam.com/Product/Jewellery/2556/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
2644,https://videos.colourdiam.com/stk2644-model-1.mp4,https://images.colourdiam.com/stk2644-model-3.jpg,in stock,new,2742189.38 INR,,https://www.colourdiam.com/Product/Jewellery/2644/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
3061,1.01 cts Fancy Pinkish Brown I2 18 k Ring : 4.755 gram Main stone – 1 pcs   1.01 cts WD : 92 / 0.249 PINK : 44 / 0.21,"https://colourdiam.com/Product/Jewellery/Model%20images/3061/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/3061/DC254F1B-E39A-4F3E-BE14-289E8F3CABF4.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/3061/6EEF105F-2D3F-458E-A082-E6BA9ACA08FB.jpeg",in stock,new,767813.03 INR,https://colourdiam.com/productdetail/3061,https://www.colourdiam.com/Product/Jewellery/3061/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
3170,0.30 cts D colour IF clarity 18 k Ring : 2.96 gram Main stone – 1 pcs   0.30 cts WD : 12 / 0.20,"https://colourdiam.com/Product/Jewellery/Model%20images/3170/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/3170/PHOTO-2021-10-20-13-08-58.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/3170/PHOTO-2021-10-20-13-08-59%20%28Copy%29.jpeg",in stock,new,164531.36 INR,https://colourdiam.com/productdetail/3170,https://www.colourdiam.com/Product/Jewellery/3170/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
3443_3444,https://videos.colourdiam.com/stk3442-pink-ring-1.mp4,https://images.colourdiam.com/stk3442-pink-ring-3.jpg,in stock,new,1645313.63 INR,,https://www.colourdiam.com/Product/Jewellery/3442/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
6321_3607,https://videos.colourdiam.com/3443_3444/model_1.mp4,https://images.colourdiam.com/3443_3444/model_3.jpg,in stock,new,1151719.54 INR,https://colourdiam.com/productdetail/Menu/6321/3607,https://www.colourdiam.com/Product/Jewellery/3443_3444/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
3608_3619,https://colourdiam.com/Product/Jewellery/Model%20images/6321_3607/video.mp4,"https://colourdiam.com/Product/Jewellery/Model%20images/6321_3607/center.jpeg
https://colourdiam.com/Product/Jewellery/Model%20images/6321_3607/WhatsApp%20Image%202025-10-04%20at%2015.56.03_bb4e4f15.jpeg",in stock,new,493594.09 INR,https://colourdiam.com/productdetail/Menu/3608/3619,https://www.colourdiam.com/Product/Jewellery/6321_3607/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,AGL,Fine Jewelry
3747,https://videos.colourdiam.com/3608_3619_model_1.mp4,https://images.colourdiam.com/3608_3619_model_3.jpg,in stock,new,219375.15 INR,https://colourdiam.com/productdetail/3747,https://www.colourdiam.com/Product/Jewellery/3608_3619/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,IGI,Fine Jewelry
3760,https://videos.colourdiam.com/stk3747-yellow-ring-1.mp4,https://images.colourdiam.com/stk3747-yellow-ring-3.jpg,in stock,new,274218.94 INR,,https://www.colourdiam.com/Product/Jewellery/3747/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
3763,https://videos.colourdiam.com/stk3760-yellow-ring-model-1.mp4,https://images.colourdiam.com/stk3760-yellow-ring-model-3.jpg,in stock,new,329062.73 INR,https://colourdiam.com/productdetail/3763,https://www.colourdiam.com/Product/Jewellery/3760/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
3793,1.01 cts Light Pink VS2 Ring & pendant convertible 18 k : 6.79 gram Main stone - 01 pcs – 1.01 cts PINK : 24 / 0.063 WD : 45 / 0.367  ROSE : 20 / 0.969,https://images.colourdiam.com/stk3793-3.jpg,in stock,new,2742189.38 INR,https://colourdiam.com/productdetail/3793,https://www.colourdiam.com/Product/Jewellery/3793/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
3967,1.51 cts Fancy Light Brownish Pink I1 18 k Ring : 4.734 gram Main stone - 01 pcs – 1.51 cts WD : 74 / 0.587 PINK : 24 / 0.12,https://images.colourdiam.com/products/3967/model-3.jpg,in stock,new,1316250.9 INR,https://colourdiam.com/productdetail/3967,https://www.colourdiam.com/Product/Jewellery/3967/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
4059,1.01 cts Fancy Brown Pink I1 18 k Ring : 4.20 gram Main stone - 01 pcs – 1.01 cts PINK : 15 / 0.29 WD : 34 / 0.71,https://images.colourdiam.com/products/3967/model-3.jpg,in stock,new,767813.03 INR,https://colourdiam.com/productdetail/4059,https://www.colourdiam.com/Product/Jewellery/3967/white45/center.jpg,ColourDiam,Apparel & Accessories > Jewelry,,1,,,,unisex,,,adult,,,,,,,,,GIA,Fine Jewelry
